,sofifa_id,short_name,player_positions,overall,age
0,20801,Cristiano Ronaldo,ST,94,33
1,158023,L. Messi,MP,94,31
2,190871,Neymar Jr,EI,92,26
3,193080,De Gea,GK,91,27
4,192985,K. De Bruyne,CM,91,27
5,155862,Sergio Ramos,DF,91,32
6,176580,L. Suárez,ST,91,31
7,177003,L. Modrić,CM,91,32
8,183277,E. Hazard,EI,91,27
9,200389,J. Oblak,GK,90,25
10,192119,T. Courtois,GK,90,26
11,167495,M. Neuer,GK,90,32
12,182493,D. Godín,DF,90,32
13,182521,T. Kroos,CM,90,28
14,188545,R. Lewandowski,ST,90,29
15,211110,P. Dybala,CM,89,24
16,192448,M. ter Stegen,GK,89,26
17,197781,Isco,CM,89,26
18,202126,H. Kane,ST,89,24
19,194765,A. Griezmann,ST,89,27
20,215914,N. Kanté,CM,89,27
21,138956,G. Chiellini,DF,89,33
22,153079,S. Agüero,ST,89,30
23,168542,David Silva,CM,89,32
24,178603,M. Hummels,DF,89,29
25,179813,E. Cavani,ST,89,31
26,190460,C. Eriksen,CM,88,26
27,195864,P. Pogba,CM,88,25
28,200145,Casemiro,CM,88,26
29,189242,Coutinho,EI,88,26
30,198710,J. Rodríguez,CM,88,26
31,209331,M. Salah,ED,88,26
32,1179,G. Buffon,GK,88,40
33,162835,S. Handanovič,GK,88,33
34,164240,Thiago Silva,DF,88,33
35,167664,G. Higuaín,ST,88,30
36,167948,H. Lloris,GK,88,31
37,173731,G. Bale,ED,88,28
38,176676,Marcelo,LI,88,30
39,189511,Sergio Busquets,CM,88,29
40,198219,L. Insigne,EI,88,27
41,231747,K. Mbappé,ED,87,19
42,205600,S. Umtiti,DF,87,24
43,201024,K. Koulibaly,DF,87,27
44,201399,M. Icardi,ST,87,25
45,192505,R. Lukaku,ST,87,25
46,152729,Piqué,DF,87,31
47,168651,I. Rakitić,CM,87,30
48,171877,M. Hamšík,CM,87,30
49,172871,J. Vertonghen,DF,87,31
50,175943,D. Mertens,MP,87,31
51,184941,A. Sánchez,EI,87,29
52,188567,P. Aubameyang,ST,87,29
53,189332,Jordi Alba,LI,87,29
54,192387,C. Immobile,ST,87,28
55,193041,K. Navas,GK,87,31
56,222492,L. Sané,EI,86,22
57,201535,R. Varane,DF,86,25
58,210257,Ederson,GK,86,24
59,199556,M. Verratti,CM,86,25
60,201942,Roberto Firmino,MP,86,26
61,184432,Azpilicueta,DF,86,28
62,208722,S. Mané,EI,86,26
63,135507,Fernandinho,CM,86,33
64,171919,Naldo,DF,86,35
65,176635,M. Özil,CM,86,29
66,177509,M. Benatia,DF,86,31
67,180206,M. Pjanić,CM,86,28
68,181458,I. Perišić,CI,86,29
69,183907,J. Boateng,DF,86,29
70,184344,L. Bonucci,DF,86,31
71,189509,Thiago,CM,86,27
72,189513,Parejo,CM,86,29
73,189596,T. Müller,MP,86,28
74,190483,Douglas Costa,CI,86,27
75,191043,Alex Sandro,LI,86,27
76,191202,N. Matić,CM,86,29
77,192366,N. Otamendi,DF,86,30
78,220834,Marco Asensio,EI,85,22
79,232363,M. Škriniar,DF,85,23
80,208421,Saúl,CM,85,23
81,212831,Alisson,GK,85,25
82,223848,S. Milinković-Savić,CM,85,23
83,209499,Fabinho,CM,85,24
84,216594,N. Fekir,CM,85,24
85,202652,R. Sterling,ED,85,23
86,212622,J. Kimmich,LD,85,23
87,192774,K. Manolas,DF,85,27
88,197445,D. Alaba,LI,85,26
89,203376,V. van Dijk,DF,85,26
90,184087,T. Alderweireld,DF,85,29
91,193747,Koke,CI,85,26
92,9014,A. Robben,CD,85,34
93,41236,Z. Ibrahimović,ST,85,36
94,120533,Pepe,DF,85,35
95,139720,V. Kompany,DF,85,32
96,156616,F. Ribéry,CI,85,35
97,164169,Filipe Luís,LI,85,32
98,167397,Falcao,ST,85,32
99,168609,Miranda,DF,85,33
100,170890,B. Matuidi,CM,85,31
101,178518,R. Nainggolan,CM,85,30
102,179844,Diego Costa,ST,85,29
103,179846,S. Khedira,CM,85,31
104,180930,E. Džeko,ST,85,32
105,181872,A. Vidal,CM,85,31
106,184267,Y. Brahimi,CI,85,28
107,187961,Paulinho,CM,85,29
108,188350,M. Reus,CI,85,29
109,192629,Iago Aspas,ED,85,30
110,204485,R. Mahrez,ED,85,27
111,211117,D. Alli,CM,84,22
112,212190,N. Süle,DF,84,22
113,218667,Bernardo Silva,ED,84,23
114,198009,M. Perin,GK,84,25
115,207865,Marquinhos,DF,84,24
116,220793,D. Sánchez,DF,84,22
117,216460,J. Giménez,DF,84,23
118,192563,B. Leno,GK,84,26
119,199564,Sergi Roberto,LD,84,26
120,204963,Carvajal,LD,84,26
121,204970,F. Thauvin,CD,84,25
122,205498,Jorginho,CM,84,26
123,212462,Alex Telles,LI,84,25
124,186153,W. Szczęsny,GK,84,28
125,198176,S. de Vrij,DF,84,26
126,199482,A. Lopes,GK,84,27
127,207566,William Carvalho,CM,84,26
128,178750,Sergio Asenjo,GK,84,29
129,186942,I. Gündoğan,CM,84,27
130,193301,A. Lacazette,ST,84,27
131,194404,Neto,GK,84,28
132,198329,Rodrigo,ST,84,27
133,200104,H. Son,CI,84,25
134,20775,Quaresma,CD,84,34
135,137186,A. Barzagli,DF,84,37
136,143076,A. Gómez,MP,84,30
137,157481,Raúl Albiol,DF,84,32
138,162240,M. Dembélé,CM,84,30
139,162895,Cesc Fàbregas,CM,84,31
140,163587,K. Schmeichel,GK,84,31
141,165153,K. Benzema,ST,84,30
142,167628,S. Ruffier,GK,84,31
