,sofifa_id,short_name,player_positions,overall,age
0,20801,Cristiano Ronaldo,EI,94,32
1,158023,L. Messi,ED,93,30
2,190871,Neymar,EI,92,25
3,167495,M. Neuer,GK,92,31
4,176580,L. Suárez,ST,92,30
5,188545,R. Lewandowski,ST,91,28
6,193080,De Gea,GK,90,26
7,183277,E. Hazard,EI,90,26
8,155862,Sergio Ramos,DF,90,31
9,167664,G. Higuaín,ST,90,29
10,182521,T. Kroos,CM,90,27
11,192119,T. Courtois,GK,89,25
12,192985,K. De Bruyne,CM,89,26
13,1179,G. Buffon,GK,89,39
14,138956,G. Chiellini,DF,89,32
15,153079,S. Agüero,ST,89,29
16,173731,G. Bale,ED,89,27
17,177003,L. Modrić,CM,89,31
18,184941,A. Sánchez,CI,89,28
19,200389,J. Oblak,GK,88,24
20,211110,P. Dybala,CM,88,23
21,194765,A. Griezmann,ST,88,26
22,189509,Thiago,CM,88,26
23,9014,A. Robben,CD,88,33
24,41236,Z. Ibrahimović,ST,88,35
25,164240,Thiago Silva,DF,88,32
26,167948,H. Lloris,GK,88,30
27,176635,M. Özil,CM,88,28
28,178603,M. Hummels,DF,88,28
29,182493,D. Godín,DF,88,31
30,183907,J. Boateng,DF,88,28
31,184344,L. Bonucci,DF,88,30
32,188567,P. Aubameyang,ST,88,28
33,195864,P. Pogba,CM,87,24
34,190460,C. Eriksen,CM,87,25
35,199556,M. Verratti,CM,87,24
36,215914,N. Kanté,CM,87,26
37,152729,Piqué,DF,87,30
38,162835,S. Handanovič,GK,87,32
39,168542,David Silva,CM,87,31
40,168651,I. Rakitić,CM,87,29
41,171877,M. Hamšík,CM,87,29
42,176676,Marcelo,LI,87,29
43,179813,E. Cavani,ST,87,30
44,181872,A. Vidal,CM,87,30
45,192505,R. Lukaku,ST,86,24
46,197781,Isco,CM,86,25
47,202126,H. Kane,ST,86,23
48,189242,Coutinho,EI,86,25
49,198710,J. Rodríguez,CM,86,25
50,191043,Alex Sandro,LI,86,26
51,197445,D. Alaba,LI,86,25
52,184087,T. Alderweireld,DF,86,28
53,48940,P. Čech,GK,86,35
54,120533,Pepe,DF,86,34
55,156616,F. Ribéry,CI,86,34
56,162895,Cesc Fàbregas,CM,86,30
57,165153,K. Benzema,ST,86,29
58,168609,Miranda,DF,86,32
59,172879,Sokratis,DF,86,29
60,175943,D. Mertens,MP,86,30
61,177610,Javi Martínez,DF,86,28
62,178518,R. Nainggolan,CM,86,29
63,179844,Diego Costa,ST,86,28
64,179944,David Luiz,DF,86,30
65,188350,M. Reus,CI,86,28
66,189511,Sergio Busquets,CM,86,28
67,189596,T. Müller,MP,86,27
68,201535,R. Varane,DF,85,24
69,208418,Y. Carrasco,CI,85,23
70,192448,M. ter Stegen,GK,85,25
71,200145,Casemiro,CM,85,25
72,192563,B. Leno,GK,85,25
73,193301,A. Lacazette,ST,85,26
74,184432,Azpilicueta,DF,85,27
75,186942,I. Gündoğan,CM,85,26
76,180206,M. Pjanić,CM,85,27
77,198219,L. Insigne,EI,85,26
78,137186,A. Barzagli,DF,85,36
